1238,0.0117647058823529,DFS:,16.252107620239258,9,safe,Baseline:,1003.898283481598,921,unknown,abcrown:,safe,0.1078
1244,0.0156862745098039,DFS:,23.88856077194214,19,safe,Baseline:,1003.037041902542,1223,unknown,abcrown:,unknown,1000.2503
237,0.0196078431372549,DFS:,25.494936227798465,15,safe,Baseline:,82.52530813217163,75,safe,abcrown:,unknown,1000.1388
237,0.0235294117647058,DFS:,52.86730027198792,23,safe,Baseline:,1003.607631444931,644,unknown,abcrown:,unknown,1000.2309
237,0.0274509803921568,DFS:,146.7625548839569,59,adv_example,Baseline:,1003.4686114788057,571,unknown,abcrown:,unknown,1000.2848
3124,0.0078431372549019,DFS:,8.952192783355713,7,safe,Baseline:,21.590946912765503,27,safe,abcrown:,safe,0.1692
6139,0.0156862745098039,DFS:,9.8170804977417,7,safe,Baseline:,7.534512042999268,7,safe,abcrown:,safe,0.1755
6139,0.0196078431372549,DFS:,41.01501393318176,29,safe,Baseline:,1002.4759166240692,1012,unknown,abcrown:,safe,0.1791
6139,0.0235294117647058,DFS:,75.3665223121643,19,safe,Baseline:,1004.8374452590942,363,unknown,abcrown:,safe,0.5403
6139,0.0274509803921568,DFS:,140.11527180671692,27,safe,Baseline:,1006.3974905014038,266,unknown,abcrown:,safe,14.7442
8167,0.0156862745098039,DFS:,12.60932683944702,9,safe,Baseline:,24.620872974395752,27,safe,abcrown:,unknown,1000.2704
8167,0.0196078431372549,DFS:,18.248173475265503,9,safe,Baseline:,1002.6222105026244,704,unknown,abcrown:,unknown,1000.208
6132,0.0156862745098039,DFS:,9.348028182983398,7,safe,Baseline:,7.17492938041687,7,safe,abcrown:,unknown,1000.1294
6132,0.0196078431372549,DFS:,30.10335874557495,17,safe,Baseline:,1002.0272207260132,851,unknown,abcrown:,unknown,1000.1455
231,0.0196078431372549,DFS:,4.985788345336914,3,safe,Baseline:,4.122570753097534,3,safe,abcrown:,safe,0.6233
231,0.0235294117647058,DFS:,25.18232107162476,13,safe,Baseline:,1002.9443266391754,807,unknown,abcrown:,unknown,1000.1361
231,0.0274509803921568,DFS:,85.08946990966797,33,safe,Baseline:,1002.5765721797944,566,unknown,abcrown:,unknown,1000.2077
231,0.0313725490196078,DFS:,219.4522178173065,43,safe,Baseline:,1005.041910648346,273,unknown,abcrown:,unknown,1000.2117
4169,0.0156862745098039,DFS:,59.682440757751465,21,safe,Baseline:,1002.1979308128356,495,unknown,abcrown:,safe,13.3885
2123,0.0196078431372549,DFS:,7.217451095581055,5,safe,Baseline:,5.6617631912231445,5,safe,abcrown:,unknown,1000.1622
2123,0.0235294117647058,DFS:,29.91707992553711,21,safe,Baseline:,1002.8861939907074,1101,unknown,abcrown:,unknown,1000.1799
2123,0.0274509803921568,DFS:,23.398473262786865,11,safe,Baseline:,1002.36674118042,708,unknown,abcrown:,unknown,1000.2371
6128,0.0274509803921568,DFS:,9.950383424758911,7,safe,Baseline:,7.643369913101196,7,safe,abcrown:,unknown,1000.1924
6128,0.0313725490196078,DFS:,33.047261238098145,17,safe,Baseline:,290.96368527412415,219,safe,abcrown:,unknown,1000.263
6128,0.0352941176470588,DFS:,63.87110710144043,25,safe,Baseline:,1002.2233963012696,560,unknown,abcrown:,unknown,1000.2134
6128,0.0392156862745098,DFS:,108.07826066017152,27,safe,Baseline:,1003.9230902194976,345,unknown,abcrown:,unknown,1000.1412
6128,0.0431372549019607,DFS:,173.83868074417114,31,safe,Baseline:,1003.508472442627,248,unknown,abcrown:,unknown,1000.2937
6128,0.0470588235294117,DFS:,43.56360936164856,6,adv_example,Baseline:,39.39987349510193,8,adv_example,abcrown:,unknown,1000.1783
8106,0.0235294117647058,DFS:,13.180359363555908,9,safe,Baseline:,9.86726999282837,9,safe,abcrown:,safe,14.5171
8106,0.0274509803921568,DFS:,39.29457187652588,27,safe,Baseline:,433.0269389152527,455,safe,abcrown:,unknown,1000.176
8106,0.0313725490196078,DFS:,170.95814085006714,57,safe,Baseline:,1002.9471263885498,477,unknown,abcrown:,unknown,1000.1914
8106,0.0352941176470588,DFS:,641.5015223026276,113,safe,Baseline:,1004.1974749565125,258,unknown,abcrown:,unknown,1000.167
8106,0.0392156862745098,DFS:,746.9703316688538,81,safe,Baseline:,1004.1027228832244,165,unknown,abcrown:,unknown,1000.2711
8106,0.0431372549019607,DFS:,956.2791152000428,90,adv_example,Baseline:,106.2527039051056,16,adv_example,abcrown:,unknown,1000.2796
3112,0.0313725490196078,DFS:,19.51825785636902,9,safe,Baseline:,437.70585083961487,313,safe,abcrown:,safe,0.1841
3112,0.0352941176470588,DFS:,67.49874329566956,23,safe,Baseline:,1002.9058163166046,489,unknown,abcrown:,safe,17.0665
