13,0.0431372549019607,DFS:,1001.2877204418182,1679,unknown,Baseline:,1000.8417789936066,1217,unknown,abcrown:,safe,13.0696
3,0.0470588235294117,DFS:,1001.1363382339478,1609,unknown,Baseline:,1000.4962451457976,1714,unknown,abcrown:,safe,23.474
41,0.0274509803921568,DFS:,1000.7411456108092,1669,unknown,Baseline:,1001.065146446228,1664,unknown,abcrown:,safe,4.9622
50,0.0313725490196078,DFS:,1000.5853209495544,1561,unknown,Baseline:,1000.803594827652,1706,unknown,abcrown:,safe,17.8709
47,0.0274509803921568,DFS:,1.034552812576294,3,safe,Baseline:,0.8012998104095459,3,safe,abcrown:,safe,0.0963
73,0.0274509803921568,DFS:,204.33149528503412,311,safe,Baseline:,184.18654561042783,311,safe,abcrown:,safe,9.5894
97,0.0313725490196078,DFS:,1000.4470031261444,1565,unknown,Baseline:,1000.4189615249634,1690,unknown,abcrown:,safe,3.8526
38,0.0117647058823529,DFS:,223.324598312378,879,safe,Baseline:,167.85389041900635,879,safe,abcrown:,safe,4.7355
5,0.0274509803921568,DFS:,1000.5751113891602,1823,unknown,Baseline:,1000.7593936920166,1472,unknown,abcrown:,safe,10.0776
61,0.0274509803921568,DFS:,0.9259593486785888,3,safe,Baseline:,0.8140623569488525,3,safe,abcrown:,safe,1.4231
21,0.0235294117647058,DFS:,1000.1808381080627,1577,unknown,Baseline:,1000.341242313385,1586,unknown,abcrown:,safe,2.8523
85,0.0352941176470588,DFS:,1.9511525630950928,7,safe,Baseline:,1.6154024600982666,7,safe,abcrown:,safe,0.1018
51,0.0549019607843137,DFS:,1000.7620289325714,1683,unknown,Baseline:,1000.8540892601012,1407,unknown,abcrown:,safe,3.2751
72,0.0431372549019607,DFS:,23.49553918838501,35,safe,Baseline:,21.33908247947693,35,safe,abcrown:,safe,0.1347
51,0.0509803921568627,DFS:,1000.8463788032532,1741,unknown,Baseline:,1000.8080179691316,1396,unknown,abcrown:,safe,1.8521
96,0.0078431372549019,DFS:,1.3279821872711182,5,safe,Baseline:,1.1007061004638672,5,safe,abcrown:,safe,1.7374
78,0.0235294117647058,DFS:,739.0732481479645,1213,safe,Baseline:,666.0934631824493,1213,safe,abcrown:,safe,9.0042
10,0.0470588235294117,DFS:,16.39706540107727,21,safe,Baseline:,15.071616411209106,21,safe,abcrown:,safe,0.0863
61,0.0627450980392156,DFS:,1001.4446783065796,1587,unknown,Baseline:,13.288870096206663,17,adv_example,abcrown:,unknown,1000.1935
55,0.0392156862745098,DFS:,1000.2318952083588,1439,unknown,Baseline:,1000.6250293254852,1511,unknown,abcrown:,safe,2.9851
56,0.0392156862745098,DFS:,687.3398690223694,1089,safe,Baseline:,615.0319521427155,1089,safe,abcrown:,safe,2.3272
11,0.0352941176470588,DFS:,88.86456227302551,133,safe,Baseline:,80.39275431632996,133,safe,abcrown:,safe,2.0341
98,0.0352941176470588,DFS:,1000.3561174869536,1651,unknown,Baseline:,1000.2872061729432,1829,unknown,abcrown:,safe,9.2075
15,0.0313725490196078,DFS:,1.140841007232666,3,safe,Baseline:,1.0332815647125244,3,safe,abcrown:,safe,0.0887
74,0.0274509803921568,DFS:,1000.672087430954,1591,unknown,Baseline:,1000.3324491977692,1650,unknown,abcrown:,safe,5.6526
61,0.0549019607843137,DFS:,1000.7796909809113,1699,unknown,Baseline:,1001.266808271408,1543,unknown,abcrown:,unknown,164.8455
6,0.0196078431372549,DFS:,4.429006338119507,17,safe,Baseline:,3.44587516784668,17,safe,abcrown:,safe,2.1971
84,0.0431372549019607,DFS:,343.27908754348755,531,safe,Baseline:,308.05375361442566,531,safe,abcrown:,safe,2.6098
99,0.0392156862745098,DFS:,880.4352743625641,1399,safe,Baseline:,796.2763977050781,1399,safe,abcrown:,safe,2.074
63,0.0235294117647058,DFS:,83.98228168487549,211,safe,Baseline:,70.90628957748413,211,safe,abcrown:,safe,2.5583
44,0.0274509803921568,DFS:,6.423465251922607,13,safe,Baseline:,5.619927406311035,13,safe,abcrown:,safe,0.1065
95,0.0313725490196078,DFS:,385.5665175914765,563,safe,Baseline:,351.5862772464752,563,safe,abcrown:,safe,2.1256
13,0.0470588235294117,DFS:,1000.5776166915894,1685,unknown,Baseline:,1000.4791600704192,1431,unknown,abcrown:,safe,48.8997
