0,Status.VERIFIED, tree size:,1, time:,7.8916916847229, visited nodes,5
Average time:,7.8916916847229, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.VERIFIED, tree size:,1, time:,7.167523384094238, visited nodes,5
Average time:,7.167523384094238, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.VERIFIED, tree size:,1, time:,7.21794319152832, visited nodes,5
Average time:,7.21794319152832, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.VERIFIED, tree size:,1, time:,7.196345567703247, visited nodes,5
Average time:,7.196345567703247, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.VERIFIED, tree size:,1, time:,7.103454828262329, visited nodes,5
Average time:,7.103454828262329, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.VERIFIED, tree size:,1, time:,7.169613838195801, visited nodes,5
Average time:,7.169613838195801, Average tree size,1.0
{<Status.VERIFIED: 1>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.707587718963623, visited nodes,3
Average time:,9.707587718963623, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.625299215316772, visited nodes,3
Average time:,9.625299215316772, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.55347466468811, visited nodes,3
Average time:,9.55347466468811, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.774017095565796, visited nodes,3
Average time:,9.774017095565796, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.50020980834961, visited nodes,3
Average time:,9.50020980834961, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.ADV_EXAMPLE, tree size:,1, time:,9.906521081924438, visited nodes,3
Average time:,9.906521081924438, Average tree size,1.0
{<Status.ADV_EXAMPLE: 2>: 1}
0,Status.VERIFIED, tree size:,1, time:,9.015974283218384, visited nodes,7
Average time:,9.015974283218384, Average tree size,1.0
