1,0.0274509803921568,DFS:,16.854690313339233,41,Status.VERIFIED,-0.4406359493732452,Balance,16.246858547018874,41,Status.VERIFIED,-0.4406359493732452,
2,0.0156862745098039,DFS:,1.1242830753326416,5,Status.VERIFIED,-0.0492402575910091,Balance,1.097100583874441,5,Status.VERIFIED,-0.0492402575910091,
3,0.0352941176470588,DFS:,5.563039064407349,21,Status.VERIFIED,-0.0527167730033397,Balance,5.330979140936559,21,Status.VERIFIED,-0.0527167730033397,
4,0.0156862745098039,DFS:,1.13619065284729,5,Status.VERIFIED,-0.1911937594413757,Balance,1.0879803600184264,5,Status.VERIFIED,-0.1911937594413757,
6,0.0196078431372549,DFS:,3.5079119205474854,17,Status.VERIFIED,-0.1359836310148239,Balance,3.34022461884045,17,Status.VERIFIED,-0.1359836310148239,
7,0.0196078431372549,DFS:,1.5770461559295654,7,Status.VERIFIED,-0.0033154285047203,Balance,1.5463323177666104,7,Status.VERIFIED,-0.0033154285047203,
7,0.0235294117647058,DFS:,369.1364781856537,669,Status.VERIFIED,-0.565262496471405,Balance,219.41427601947825,411,Status.VERIFIED,-0.565262496471405,
8,0.0117647058823529,DFS:,0.7089614868164062,3,Status.VERIFIED,0.0177191291004419,Balance,0.6994652469382582,3,Status.VERIFIED,0.0177191291004419,
9,0.0313725490196078,DFS:,72.06598496437073,151,Status.VERIFIED,-0.5010838508605957,Balance,68.7004773100189,151,Status.VERIFIED,-0.5010838508605957,
10,0.0470588235294117,DFS:,12.171199798583984,21,Status.VERIFIED,-0.2112695872783661,Balance,11.655433738319676,21,Status.VERIFIED,-0.2112695872783661,
11,0.0313725490196078,DFS:,1.7775561809539795,5,Status.VERIFIED,-0.0980742648243904,Balance,1.7108691024886076,5,Status.VERIFIED,-0.0980742648243904,
11,0.0352941176470588,DFS:,71.02668023109436,133,Status.VERIFIED,-0.493435651063919,Balance,55.19961445659892,121,Status.VERIFIED,-0.493435651063919,
12,0.0235294117647058,DFS:,158.54895329475403,755,Status.VERIFIED,-0.3236392736434936,Balance,100.90930863750988,483,Status.VERIFIED,-0.3236392736434936,
13,0.0313725490196078,DFS:,200.2688927650452,369,Status.VERIFIED,-0.4121555685997009,Balance,110.3674135124726,309,Status.VERIFIED,-0.4121555685997009,
14,0.0313725490196078,DFS:,7.455838441848755,27,Status.VERIFIED,-0.1242470294237136,Balance,7.2693376935738305,27,Status.VERIFIED,-0.1242470294237136,
15,0.0313725490196078,DFS:,0.9535598754882812,3,Status.VERIFIED,0.1458779275417328,Balance,0.9239857755052394,3,Status.VERIFIED,0.1458779275417328,
15,0.0352941176470588,DFS:,11.302753210067747,31,Status.VERIFIED,-0.3455801606178283,Balance,10.986201772197452,31,Status.VERIFIED,-0.3455801606178283,
16,0.0274509803921568,DFS:,2.349923610687256,11,Status.VERIFIED,-0.2252317070960998,Balance,2.281091707235953,11,Status.VERIFIED,-0.2252317070960998,
16,0.0313725490196078,DFS:,26.7271089553833,49,Status.VERIFIED,-0.5062512755393982,Balance,26.116129683678,49,Status.VERIFIED,-0.5062512755393982,
16,0.0392156862745098,DFS:,23.722402334213257,37,Status.ADV_EXAMPLE,-1.242964506149292,Balance,12.9815661395385,177,Status.ADV_EXAMPLE,-1.242964506149292,
19,0.0196078431372549,DFS:,1.0865116119384766,5,Status.VERIFIED,-0.0219276640564203,Balance,1.0447287172706614,5,Status.VERIFIED,-0.0219276640564203,
20,0.0274509803921568,DFS:,56.1760847568512,113,Status.VERIFIED,-0.2910407483577728,Balance,36.46644153134332,109,Status.VERIFIED,-0.2910407483577728,
21,0.0196078431372549,DFS:,3.079431295394897,11,Status.VERIFIED,-0.2433303892612457,Balance,3.0315264297821707,11,Status.VERIFIED,-0.2433303892612457,
22,0.0392156862745098,DFS:,3.505653381347656,7,Status.VERIFIED,-0.2003473788499832,Balance,3.3420332645406003,7,Status.VERIFIED,-0.2003473788499832,
22,0.0431372549019607,DFS:,59.46028590202332,113,Status.VERIFIED,-0.7108091711997986,Balance,56.936037057680416,113,Status.VERIFIED,-0.7108091711997986,
22,0.0470588235294117,DFS:,158.31578946113586,329,Status.VERIFIED,-0.4233412742614746,Balance,101.74601933865829,249,Status.VERIFIED,-0.4233412742614746,
23,0.0392156862745098,DFS:,6.403846979141235,23,Status.VERIFIED,-0.0816259831190109,Balance,6.131982872507838,23,Status.VERIFIED,-0.0816259831190109,
25,0.0470588235294117,DFS:,0.8112199306488037,3,Status.VERIFIED,0.0187538471072912,Balance,0.7802343646545775,3,Status.VERIFIED,0.0187538471072912,
26,0.0196078431372549,DFS:,10.411241054534912,19,Status.VERIFIED,-0.2367392182350158,Balance,10.045101374719756,19,Status.VERIFIED,-0.2367392182350158,
27,0.0235294117647058,DFS:,2.931155204772949,11,Status.VERIFIED,-0.1800255924463272,Balance,2.849807822839728,11,Status.VERIFIED,-0.1800255924463272,
27,0.0274509803921568,DFS:,40.24829316139221,123,Status.VERIFIED,-0.5144298076629639,Balance,38.85721555769452,123,Status.VERIFIED,-0.5144298076629639,
28,0.0431372549019607,DFS:,2.79540491104126,11,Status.VERIFIED,-0.0082753058522939,Balance,2.694470786182169,11,Status.VERIFIED,-0.0082753058522939,
29,0.0235294117647058,DFS:,1.1074538230895996,5,Status.VERIFIED,-0.0998118221759796,Balance,1.0627209990910855,5,Status.VERIFIED,-0.0998118221759796,
29,0.0274509803921568,DFS:,14.646813869476318,28,Status.ADV_EXAMPLE,-0.7552617788314819,Balance,10.233613661664394,174,Status.ADV_EXAMPLE,-0.7552617788314819,
30,0.0392156862745098,DFS:,273.28397011756897,517,Status.VERIFIED,-0.772709310054779,Balance,264.96858528457705,377,Status.VERIFIED,-0.772709310054779,
32,0.0313725490196078,DFS:,3.528952121734619,9,Status.VERIFIED,-0.2738988697528839,Balance,3.4290509276458123,9,Status.VERIFIED,-0.2738988697528839,
