0,0.0117647058823529,DFS:,1000.9641351699828,1087,Status.UNKNOWN,-0.0709730386734008,Balance,575.0029096540454,1123,Status.UNKNOWN,-0.0709730386734008,
1,0.0156862745098039,DFS:,1001.6810972690582,1569,Status.UNKNOWN,-0.338097482919693,Balance,954.3234306625895,1555,Status.UNKNOWN,-0.338097482919693,
2,0.0196078431372549,DFS:,60.53464698791504,75,Status.VERIFIED,-0.3954948186874389,Balance,58.75211552344303,75,Status.VERIFIED,-0.3954948186874389,
2,0.0235294117647058,DFS:,1001.9836549758912,909,Status.UNKNOWN,-1.299748182296753,Balance,696.8379541867669,907,Status.UNKNOWN,-1.299748182296753,
2,0.0274509803921568,DFS:,1002.9901723861694,825,Status.UNKNOWN,-2.4382033348083496,Balance,823.086938187736,819,Status.UNKNOWN,-2.4382033348083496,
3,0.0078431372549019,DFS:,16.308815717697144,27,Status.VERIFIED,-0.0489258840680122,Balance,15.519806653876143,27,Status.VERIFIED,-0.0489258840680122,
4,0.0156862745098039,DFS:,5.321263790130615,7,Status.VERIFIED,-0.0676704198122024,Balance,5.225246892538146,7,Status.VERIFIED,-0.0676704198122024,
4,0.0196078431372549,DFS:,1002.0659980773926,1309,Status.UNKNOWN,-0.7213180661201477,Balance,631.9755407353932,929,Status.UNKNOWN,-0.7213180661201477,
4,0.0235294117647058,DFS:,1002.9052758216858,529,Status.UNKNOWN,-1.5061193704605105,Balance,964.882807844084,529,Status.UNKNOWN,-1.5061193704605105,
4,0.0274509803921568,DFS:,1001.9072675704956,393,Status.UNKNOWN,-2.3322253227233887,Balance,708.5227726043279,383,Status.UNKNOWN,-2.3322253227233887,
5,0.0156862745098039,DFS:,19.142767906188965,27,Status.VERIFIED,-0.0377282872796058,Balance,18.794897474323488,27,Status.VERIFIED,-0.0377282872796058,
5,0.0196078431372549,DFS:,1001.7963118553162,967,Status.UNKNOWN,-0.4777791798114776,Balance,717.803392729511,973,Status.UNKNOWN,-0.4777791798114776,
6,0.0156862745098039,DFS:,5.705238342285156,7,Status.VERIFIED,-0.0505773201584816,Balance,5.609478158845033,7,Status.VERIFIED,-0.0505773201584816,
6,0.0196078431372549,DFS:,1000.9119753837584,1089,Status.UNKNOWN,-0.7085234522819519,Balance,952.094669905428,1089,Status.UNKNOWN,-0.7085234522819519,
9,0.0196078431372549,DFS:,2.902616739273072,3,Status.VERIFIED,0.0227717645466327,Balance,2.814851626439995,3,Status.VERIFIED,0.0227717645466327,
9,0.0235294117647058,DFS:,1002.488074541092,1035,Status.UNKNOWN,-0.4211366772651672,Balance,877.016386202602,821,Status.UNKNOWN,-0.4211366772651672,
9,0.0274509803921568,DFS:,1002.269645690918,807,Status.UNKNOWN,-1.142561674118042,Balance,959.6839972323766,807,Status.UNKNOWN,-1.142561674118042,
9,0.0313725490196078,DFS:,1001.2036066055298,411,Status.UNKNOWN,-2.432699918746948,Balance,848.9071194853583,413,Status.UNKNOWN,-2.432699918746948,
10,0.0156862745098039,DFS:,1003.514039993286,729,Status.UNKNOWN,-0.5400390028953552,Balance,662.921492469057,725,Status.UNKNOWN,-0.5400390028953552,
