1,0.027450980392156862,SA0:,20.177186965942383,41,Status.VERIFIED,-0.44063594937324524,SA1:,20.650200366973877,41,Status.VERIFIED,-0.44063594937324524,SA2:,19.956226587295532,41,Status.VERIFIED,-0.44063594937324524,SA3:,20.37261438369751,41,Status.VERIFIED,-0.44063594937324524,SA4:,20.198058366775513,41,Status.VERIFIED,-0.44063594937324524,SA5:,20.016267776489258,41,Status.VERIFIED,-0.44063594937324524
2,0.01568627450980392,SA0:,1.2451128959655762,5,Status.VERIFIED,-0.04924025759100914,SA1:,1.2373981475830078,5,Status.VERIFIED,-0.04924025759100914,SA2:,1.3082756996154785,5,Status.VERIFIED,-0.04924025759100914,SA3:,1.2670302391052246,5,Status.VERIFIED,-0.04924025759100914,SA4:,1.297569990158081,5,Status.VERIFIED,-0.04924025759100914,SA5:,1.2519145011901855,5,Status.VERIFIED,-0.04924025759100914
3,0.03529411764705882,SA0:,6.142239093780518,21,Status.VERIFIED,-0.05271677300333977,SA1:,6.115658283233643,21,Status.VERIFIED,-0.05271677300333977,SA2:,6.089207172393799,21,Status.VERIFIED,-0.05271677300333977,SA3:,6.304203271865845,21,Status.VERIFIED,-0.05271677300333977,SA4:,6.1728434562683105,21,Status.VERIFIED,-0.05271677300333977,SA5:,6.128241062164307,21,Status.VERIFIED,-0.05271677300333977
4,0.01568627450980392,SA0:,1.460883617401123,5,Status.VERIFIED,-0.19119375944137573,SA1:,1.2201869487762451,5,Status.VERIFIED,-0.19119375944137573,SA2:,1.3950209617614746,5,Status.VERIFIED,-0.19119375944137573,SA3:,1.2458338737487793,5,Status.VERIFIED,-0.19119375944137573,SA4:,1.302887201309204,5,Status.VERIFIED,-0.19119375944137573,SA5:,1.3322882652282715,5,Status.VERIFIED,-0.19119375944137573
6,0.0196078431372549,SA0:,4.13810396194458,17,Status.VERIFIED,-0.1359836310148239,SA1:,3.840352773666382,17,Status.VERIFIED,-0.1359836310148239,SA2:,4.012143135070801,17,Status.VERIFIED,-0.1359836310148239,SA3:,3.8009514808654785,17,Status.VERIFIED,-0.1359836310148239,SA4:,3.9358301162719727,17,Status.VERIFIED,-0.1359836310148239,SA5:,3.9909415245056152,17,Status.VERIFIED,-0.1359836310148239
7,0.0196078431372549,SA0:,1.8036162853240967,7,Status.VERIFIED,-0.0033154285047203302,SA1:,1.843334436416626,7,Status.VERIFIED,-0.0033154285047203302,SA2:,1.737433671951294,7,Status.VERIFIED,-0.0033154285047203302,SA3:,1.7505903244018555,7,Status.VERIFIED,-0.0033154285047203302,SA4:,1.7554504871368408,7,Status.VERIFIED,-0.0033154285047203302,SA5:,1.6930134296417236,7,Status.VERIFIED,-0.0033154285047203302
7,0.023529411764705882,SA0:,1000.2010748386383,391,Status.UNKNOWN,-0.565262496471405,SA1:,1000.2664279937744,411,Status.UNKNOWN,-0.565262496471405,SA2:,1000.1653444766998,415,Status.UNKNOWN,-0.565262496471405,SA3:,1000.1675868034363,393,Status.UNKNOWN,-0.565262496471405,SA4:,1000.153520822525,399,Status.UNKNOWN,-0.565262496471405,SA5:,1000.1679756641388,377,Status.UNKNOWN,-0.565262496471405
8,0.011764705882352941,SA0:,0.8923985958099365,3,Status.VERIFIED,0.017719129100441933,SA1:,0.7921640872955322,3,Status.VERIFIED,0.017719129100441933,SA2:,0.7864830493927002,3,Status.VERIFIED,0.017719129100441933,SA3:,0.8394899368286133,3,Status.VERIFIED,0.017719129100441933,SA4:,0.7964394092559814,3,Status.VERIFIED,0.017719129100441933,SA5:,0.7820515632629395,3,Status.VERIFIED,0.017719129100441933
9,0.03137254901960784,SA0:,75.84344792366028,151,Status.VERIFIED,-0.5010838508605957,SA1:,76.4821367263794,151,Status.VERIFIED,-0.5010838508605957,SA2:,76.73237299919128,151,Status.VERIFIED,-0.5010838508605957,SA3:,76.61663842201233,151,Status.VERIFIED,-0.5010838508605957,SA4:,76.29573917388916,151,Status.VERIFIED,-0.5010838508605957,SA5:,75.47212076187134,151,Status.VERIFIED,-0.5010838508605957
10,0.047058823529411764,SA0:,12.609126091003418,21,Status.VERIFIED,-0.2112695872783661,SA1:,12.721599817276001,21,Status.VERIFIED,-0.2112695872783661,SA2:,12.530964374542236,21,Status.VERIFIED,-0.2112695872783661,SA3:,12.693180322647095,21,Status.VERIFIED,-0.2112695872783661,SA4:,13.059140920639038,21,Status.VERIFIED,-0.2112695872783661,SA5:,13.383994579315186,21,Status.VERIFIED,-0.2112695872783661
11,0.03137254901960784,SA0:,1.9216325283050537,5,Status.VERIFIED,-0.09807426482439041,SA1:,1.9487206935882568,5,Status.VERIFIED,-0.09807426482439041,SA2:,1.9021573066711426,5,Status.VERIFIED,-0.09807426482439041,SA3:,1.9115161895751953,5,Status.VERIFIED,-0.09807426482439041,SA4:,1.9639959335327148,5,Status.VERIFIED,-0.09807426482439041,SA5:,1.9356675148010254,5,Status.VERIFIED,-0.09807426482439041
11,0.03529411764705882,SA0:,1000.1690745353699,127,Status.UNKNOWN,-0.49343565106391907,SA1:,1000.1704289913177,127,Status.UNKNOWN,-0.49343565106391907,SA2:,1000.1717941761017,129,Status.UNKNOWN,-0.49343565106391907,SA3:,1000.1636340618134,129,Status.UNKNOWN,-0.49343565106391907,SA4:,1000.1710298061371,121,Status.UNKNOWN,-0.49343565106391907,SA5:,1000.1730523109436,125,Status.UNKNOWN,-0.49343565106391907
12,0.023529411764705882,SA0:,1000.1706674098969,489,Status.UNKNOWN,-0.32363927364349365,SA1:,1000.2034175395966,485,Status.UNKNOWN,-0.32363927364349365,SA2:,1000.1578402519226,459,Status.UNKNOWN,-0.32363927364349365,SA3:,1000.1717660427094,503,Status.UNKNOWN,-0.32363927364349365,SA4:,1000.1612572669983,495,Status.UNKNOWN,-0.32363927364349365,SA5:,1000.1706597805023,495,Status.UNKNOWN,-0.32363927364349365
13,0.03137254901960784,SA0:,1000.1701567173004,301,Status.UNKNOWN,-0.4121555685997009,SA1:,1000.177698135376,301,Status.UNKNOWN,-0.4121555685997009,SA2:,1000.1757142543793,309,Status.UNKNOWN,-0.4121555685997009,SA3:,1000.1670517921448,307,Status.UNKNOWN,-0.4121555685997009,SA4:,1000.1708285808563,299,Status.UNKNOWN,-0.4121555685997009,SA5:,1000.1662721633911,289,Status.UNKNOWN,-0.4121555685997009
