id,eps,dfs_type,dfs_time,dfs_visit,dfs_status,sa0_type,sa0_time,sa0_visit,sa0_status,sa0_status_lb,sa1_type,sa1_time,sa1_visit,sa1_status,sa1_status_lb,sa2_type,sa2_time,sa2_visit,sa2_status,sa2_status_lb,sa3_type,sa3_time,sa3_visit,sa3_status,sa3_status_lb,sa4_type,sa4_time,sa4_visit,sa4_status,sa4_status_lb,sa5_type,sa5_time,sa5_visit,sa5_status,sa5_status_lb
45,0.0274509803921568,DFS:,243.28164172172544,179,Status.VERIFIED,SA0:,1000.6534333229064,151,Status.UNKNOWN,-0.6061285734176636,SA1:,1000.7243864536284,147,Status.UNKNOWN,-0.6061285734176636,SA2:,1000.646402835846,139,Status.UNKNOWN,-0.6061285734176636,SA3:,1000.7003548145294,147,Status.UNKNOWN,-0.6061285734176636,SA4:,1000.8917665481569,157,Status.UNKNOWN,-0.6061285734176636,SA5:,1000.7106461524965,149,Status.UNKNOWN,-0.6061285734176636
50,0.0274509803921568,DFS:,195.7563118934632,205,Status.VERIFIED,SA0:,1000.6830606460572,201,Status.UNKNOWN,-0.2285318970680236,SA1:,1000.8190217018127,197,Status.UNKNOWN,-0.2285318970680236,SA2:,1000.8068933486938,203,Status.UNKNOWN,-0.2285318970680236,SA3:,1000.6701745986938,201,Status.UNKNOWN,-0.2285318970680236,SA4:,1000.6938745975494,189,Status.UNKNOWN,-0.2285318970680236,SA5:,1000.6802954673768,193,Status.UNKNOWN,-0.2285318970680236
51,0.0117647058823529,DFS:,65.45586109161377,63,Status.VERIFIED,SA0:,64.61421036720276,63,Status.VERIFIED,-0.1326189190149307,SA1:,64.6601254940033,63,Status.VERIFIED,-0.1326189190149307,SA2:,65.64070320129395,63,Status.VERIFIED,-0.1326189190149307,SA3:,64.52261304855347,63,Status.VERIFIED,-0.1326189190149307,SA4:,64.29839158058167,63,Status.VERIFIED,-0.1326189190149307,SA5:,63.76217818260193,63,Status.VERIFIED,-0.1326189190149307
56,0.0196078431372549,DFS:,120.4060401916504,185,Status.VERIFIED,SA0:,1000.7227957248688,183,Status.UNKNOWN,-0.1446801722049713,SA1:,166.9257571697235,185,Status.VERIFIED,-0.1446801722049713,SA2:,170.60130882263184,185,Status.VERIFIED,-0.1446801722049713,SA3:,205.7201542854309,185,Status.VERIFIED,-0.1446801722049713,SA4:,1001.0813057422638,181,Status.UNKNOWN,-0.1446801722049713,SA5:,199.83806800842285,185,Status.VERIFIED,-0.1446801722049713
60,0.0235294117647058,DFS:,10.808223247528076,15,Status.VERIFIED,SA0:,21.40410876274109,15,Status.VERIFIED,-0.2541221678256988,SA1:,22.67370867729187,15,Status.VERIFIED,-0.2541221678256988,SA2:,19.809375524520878,15,Status.VERIFIED,-0.2541221678256988,SA3:,12.538236379623411,15,Status.VERIFIED,-0.2541221678256988,SA4:,11.118342161178589,15,Status.VERIFIED,-0.2541221678256988,SA5:,16.97786283493042,15,Status.VERIFIED,-0.2541221678256988
62,0.0039215686274509,DFS:,2.237021207809448,3,Status.VERIFIED,SA0:,8.114343404769897,3,Status.VERIFIED,0.0029273047111928,SA1:,11.899322986602783,3,Status.VERIFIED,0.0029273047111928,SA2:,5.735498905181885,3,Status.VERIFIED,0.0029273047111928,SA3:,5.7760443687438965,3,Status.VERIFIED,0.0029273047111928,SA4:,3.5950028896331787,3,Status.VERIFIED,0.0029273047111928,SA5:,2.2867631912231445,3,Status.VERIFIED,0.0029273047111928
64,0.0117647058823529,DFS:,122.1739308834076,113,Status.VERIFIED,SA0:,213.8464553356171,113,Status.VERIFIED,-0.1276798546314239,SA1:,346.08016777038574,113,Status.VERIFIED,-0.1276798546314239,SA2:,369.3406603336334,113,Status.VERIFIED,-0.1276798546314239,SA3:,227.04330611228943,113,Status.VERIFIED,-0.1276798546314239,SA4:,201.80706119537356,113,Status.VERIFIED,-0.1276798546314239,SA5:,219.72259378433228,113,Status.VERIFIED,-0.1276798546314239
66,0.0117647058823529,DFS:,13.614378452301024,21,Status.VERIFIED,SA0:,23.736207723617557,21,Status.VERIFIED,-0.0807133466005325,SA1:,15.027456045150757,21,Status.VERIFIED,-0.0807133466005325,SA2:,73.66036009788513,21,Status.VERIFIED,-0.0807133466005325,SA3:,51.12946701049805,21,Status.VERIFIED,-0.0807133466005325,SA4:,73.5692880153656,21,Status.VERIFIED,-0.0807133466005325,SA5:,49.90561890602112,21,Status.VERIFIED,-0.0807133466005325
70,0.0117647058823529,DFS:,27.32370901107788,41,Status.VERIFIED,SA0:,54.59856176376343,41,Status.VERIFIED,-0.0523029714822769,SA1:,67.02512550354004,41,Status.VERIFIED,-0.0523029714822769,SA2:,58.24339866638184,41,Status.VERIFIED,-0.0523029714822769,SA3:,48.65412378311157,41,Status.VERIFIED,-0.0523029714822769,SA4:,40.095898151397705,41,Status.VERIFIED,-0.0523029714822769,SA5:,70.35570740699768,41,Status.VERIFIED,-0.0523029714822769
71,0.0196078431372549,DFS:,454.86792755126953,271,Status.VERIFIED,SA0:,1000.696605682373,249,Status.UNKNOWN,-0.2608925104141235,SA1:,1001.0095596313477,255,Status.UNKNOWN,-0.2608925104141235,SA2:,1000.9232459068298,243,Status.UNKNOWN,-0.2608925104141235,SA3:,1000.8184442520142,249,Status.UNKNOWN,-0.2608925104141235,SA4:,1002.6355459690094,249,Status.UNKNOWN,-0.2608925104141235,SA5:,1001.7130663394928,253,Status.UNKNOWN,-0.2608925104141235
72,0.0196078431372549,DFS:,4.256648063659668,5,Status.VERIFIED,SA0:,7.393121242523193,5,Status.VERIFIED,-0.0944177880883216,SA1:,10.386075735092165,5,Status.VERIFIED,-0.0944177880883216,SA2:,8.147763013839722,5,Status.VERIFIED,-0.0944177880883216,SA3:,7.412492275238037,5,Status.VERIFIED,-0.0944177880883216,SA4:,8.3480966091156,5,Status.VERIFIED,-0.0944177880883216,SA5:,8.532123804092407,5,Status.VERIFIED,-0.0944177880883216
73,0.0235294117647058,DFS:,3.2025721073150635,3,Status.VERIFIED,SA0:,3.119903087615967,3,Status.VERIFIED,0.0147704593837261,SA1:,3.1173596382141118,3,Status.VERIFIED,0.0147704593837261,SA2:,2.9803411960601807,3,Status.VERIFIED,0.0147704593837261,SA3:,3.2413127422332764,3,Status.VERIFIED,0.0147704593837261,SA4:,3.1587955951690674,3,Status.VERIFIED,0.0147704593837261,SA5:,3.0897250175476074,3,Status.VERIFIED,0.0147704593837261
76,0.0196078431372549,DFS:,8.374724388122559,11,Status.VERIFIED,SA0:,9.04480767250061,11,Status.VERIFIED,-0.2080458104610443,SA1:,9.288135766983032,11,Status.VERIFIED,-0.2080458104610443,SA2:,9.643848896026611,11,Status.VERIFIED,-0.2080458104610443,SA3:,9.301478624343872,11,Status.VERIFIED,-0.2080458104610443,SA4:,8.787150144577026,11,Status.VERIFIED,-0.2080458104610443,SA5:,9.809852123260498,11,Status.VERIFIED,-0.2080458104610443
77,0.0078431372549019,DFS:,7.572606801986694,11,Status.VERIFIED,SA0:,7.444221973419189,11,Status.VERIFIED,-0.0085869673639535,SA1:,7.708270788192749,11,Status.VERIFIED,-0.0085869673639535,SA2:,7.274996042251587,11,Status.VERIFIED,-0.0085869673639535,SA3:,6.964745998382568,11,Status.VERIFIED,-0.0085869673639535,SA4:,7.1375932693481445,11,Status.VERIFIED,-0.0085869673639535,SA5:,7.209436655044556,11,Status.VERIFIED,-0.0085869673639535
80,0.0156862745098039,DFS:,51.50982856750488,79,Status.VERIFIED,SA0:,51.90300726890564,79,Status.VERIFIED,-0.3623549938201904,SA1:,51.34361243247986,79,Status.VERIFIED,-0.3623549938201904,SA2:,51.44541668891907,79,Status.VERIFIED,-0.3623549938201904,SA3:,50.87966895103455,79,Status.VERIFIED,-0.3623549938201904,SA4:,51.19336652755737,79,Status.VERIFIED,-0.3623549938201904,SA5:,51.078070878982544,79,Status.VERIFIED,-0.3623549938201904
81,0.0274509803921568,DFS:,60.697566747665405,91,Status.VERIFIED,SA0:,60.99061584472656,91,Status.VERIFIED,-0.1389224529266357,SA1:,61.6281259059906,91,Status.VERIFIED,-0.1389224529266357,SA2:,61.40658688545227,91,Status.VERIFIED,-0.1389224529266357,SA3:,61.26223945617676,91,Status.VERIFIED,-0.1389224529266357,SA4:,61.5141282081604,91,Status.VERIFIED,-0.1389224529266357,SA5:,60.78903603553772,91,Status.VERIFIED,-0.1389224529266357
82,0.0274509803921568,DFS:,2.6133384704589844,3,Status.VERIFIED,SA0:,2.639303207397461,3,Status.VERIFIED,0.1224247887730598,SA1:,2.739433765411377,3,Status.VERIFIED,0.1224247887730598,SA2:,2.6926252841949463,3,Status.VERIFIED,0.1224247887730598,SA3:,2.84427261352539,3,Status.VERIFIED,0.1224247887730598,SA4:,2.6641125679016118,3,Status.VERIFIED,0.1224247887730598,SA5:,2.846354961395264,3,Status.VERIFIED,0.1224247887730598
82,0.0313725490196078,DFS:,218.53768157958984,223,Status.VERIFIED,SA0:,1000.6578056812286,207,Status.UNKNOWN,-0.9642476439476012,SA1:,1000.6720640659332,217,Status.UNKNOWN,-0.9642476439476012,SA2:,1000.6631124019624,219,Status.UNKNOWN,-0.9642476439476012,SA3:,1000.7836871147156,203,Status.UNKNOWN,-0.9642476439476012,SA4:,1000.7921879291534,213,Status.UNKNOWN,-0.9642476439476012,SA5:,1000.8002529144288,209,Status.UNKNOWN,-0.9642476439476012
92,0.0235294117647058,DFS:,11.372857332229614,17,Status.VERIFIED,SA0:,11.65362000465393,17,Status.VERIFIED,-0.3208000957965851,SA1:,11.59948444366455,17,Status.VERIFIED,-0.3208000957965851,SA2:,11.716235399246216,17,Status.VERIFIED,-0.3208000957965851,SA3:,11.614352941513062,17,Status.VERIFIED,-0.3208000957965851,SA4:,11.701621770858765,17,Status.VERIFIED,-0.3208000957965851,SA5:,11.43815803527832,17,Status.VERIFIED,-0.3208000957965851
92,0.0431372549019607,DFS:,202.6741967201233,72,Status.ADV_EXAMPLE,SA0:,589.5176379680634,206,Status.ADV_EXAMPLE,-6.876535892486572,SA1:,917.0674293041228,318,Status.ADV_EXAMPLE,-6.876535892486572,SA2:,348.5360534191132,124,Status.ADV_EXAMPLE,-6.876535892486572,SA3:,810.3226356506348,284,Status.ADV_EXAMPLE,-6.876535892486572,SA4:,843.9518451690674,296,Status.ADV_EXAMPLE,-6.876535892486572,SA5:,308.10310435295105,108,Status.ADV_EXAMPLE,-6.876535892486572
96,0.0196078431372549,DFS:,235.73630928993225,241,Status.VERIFIED,SA0:,1000.6630055904388,219,Status.UNKNOWN,-0.664104700088501,SA1:,1000.6582479476928,217,Status.UNKNOWN,-0.664104700088501,SA2:,1000.6605350971222,199,Status.UNKNOWN,-0.664104700088501,SA3:,1000.6617631912231,201,Status.UNKNOWN,-0.664104700088501,SA4:,1000.6488018035888,213,Status.UNKNOWN,-0.664104700088501,SA5:,1000.6474106311798,215,Status.UNKNOWN,-0.664104700088501
98,0.0392156862745098,DFS:,5.655455827713013,7,Status.VERIFIED,SA0:,5.40934419631958,7,Status.VERIFIED,-0.0418656356632709,SA1:,5.252225399017334,7,Status.VERIFIED,-0.0418656356632709,SA2:,5.459936618804932,7,Status.VERIFIED,-0.0418656356632709,SA3:,5.387129545211792,7,Status.VERIFIED,-0.0418656356632709,SA4:,5.241788387298584,7,Status.VERIFIED,-0.0418656356632709,SA5:,5.583010673522949,7,Status.VERIFIED,-0.0418656356632709
98,0.0431372549019607,DFS:,76.45734739303589,103,Status.VERIFIED,SA0:,71.71314835548401,103,Status.VERIFIED,-0.2629497945308685,SA1:,72.99456357955933,103,Status.VERIFIED,-0.2629497945308685,SA2:,72.2087333202362,103,Status.VERIFIED,-0.2629497945308685,SA3:,72.14094853401184,103,Status.VERIFIED,-0.2629497945308685,SA4:,73.10501408576965,103,Status.VERIFIED,-0.2629497945308685,SA5:,72.22156929969788,103,Status.VERIFIED,-0.2629497945308685
