id,eps,oliva_greedy,oliva_greedy_time,oliva_greedy_visit,oliva_greedy_status,oliva_greedy_lb,oliva_balance,oliva_balance_time,oliva_balance_visit,oliva_balance_status,oliva_balance_lb,neuralsat,neuralsat_time,neuralsat_status,bab_baseline,bab_baseline_time,bab_baseline_visit,bab_baseline_status,abcrown,abcrown_status,abcrown_time
21,0.0352941176470588,DFS:,28.531986951828003,21,Status.VERIFIED,-0.7791675329208374,Balance,29.077867470948405,1459,Status.VERIFIED,-0.7791675329208374,neuralsat,1000.053022146225,Status.UNKNOWN,BaB-Baseline:,1002.0110127925872,1073,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.1745
21,0.0392156862745098,DFS:,43.5375030040741,31,Status.VERIFIED,-1.1570953130722046,Balance,46.50526645505283,1429,Status.VERIFIED,-1.1570953130722046,neuralsat,1000.267565727234,Status.UNKNOWN,BaB-Baseline:,1003.4022228717804,994,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.308
21,0.0431372549019607,DFS:,41.98457932472229,29,Status.VERIFIED,-1.5657328367233276,Balance,43.87035348170192,1355,Status.VERIFIED,-1.5657328367233276,neuralsat,1000.2922494411469,Status.UNKNOWN,BaB-Baseline:,1002.7775254249572,1027,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.3318
21,0.0470588235294117,DFS:,39.193695306777954,15,Status.VERIFIED,-2.012591361999512,Balance,32.98799849842847,819,Status.VERIFIED,-2.012591361999512,neuralsat,1000.3794627189636,Status.UNKNOWN,BaB-Baseline:,1002.1658976078032,526,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2169
21,0.0509803921568627,DFS:,66.6934027671814,13,Status.VERIFIED,-2.465968608856201,Balance,68.20621272121026,437,Status.VERIFIED,-2.465968608856201,neuralsat,1000.2610692977904,Status.UNKNOWN,BaB-Baseline:,1003.288147687912,295,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.1645
21,0.0549019607843137,DFS:,269.1895318031311,43,Status.VERIFIED,-2.9000821113586426,Balance,290.3965340180201,349,Status.VERIFIED,-2.9000821113586426,neuralsat,1000.31432390213,Status.UNKNOWN,BaB-Baseline:,1003.0592548847198,221,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.1564
29,0.0156862745098039,DFS:,3.8698112964630127,5,Status.VERIFIED,-0.0475778020918369,Balance,3.785573821807637,5,Status.VERIFIED,-0.0475778020918369,neuralsat,1000.06392455101,Status.UNKNOWN,BaB-Baseline:,5.665861368179321,5,Status.VERIFIED,abcrown:,Status.UNKNOWN,1000.2068
29,0.0196078431372549,DFS:,43.68703770637512,19,Status.VERIFIED,-1.1628063917160034,Balance,35.11632660665752,925,Status.VERIFIED,-1.1628063917160034,neuralsat,1000.2960889339448,Status.UNKNOWN,BaB-Baseline:,1001.4709408283234,639,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.1663
29,0.0235294117647058,DFS:,346.0946204662323,99,Status.VERIFIED,-2.456860065460205,Balance,292.812984077498,597,Status.VERIFIED,-2.456860065460205,neuralsat,1000.2507009506226,Status.UNKNOWN,BaB-Baseline:,1002.3856687545776,396,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.316
32,0.0117647058823529,DFS:,40.34297680854797,19,Status.VERIFIED,-0.1143627390265464,Balance,40.27724490806343,397,Status.VERIFIED,-0.1143627390265464,neuralsat,8.850693225860596,Status.VERIFIED,BaB-Baseline:,1002.4254212379456,715,Status.UNKNOWN,abcrown:,Status.VERIFIED,0.1755
