1,0.0156862745098039,DFS:,7.191540956497192,5,Status.VERIFIED,SA0:,7.8916916847229,5,Status.VERIFIED,-0.013383922167122364,SA1:,7.167523384094238,5,Status.VERIFIED,-0.013383922167122364,SA2:,7.21794319152832,5,Status.VERIFIED,-0.013383922167122364,SA3:,7.196345567703247,5,Status.VERIFIED,-0.013383922167122364,SA4:,7.103454828262329,5,Status.VERIFIED,-0.013383922167122364,SA5:,7.169613838195801,5,Status.VERIFIED,-0.013383922167122364
1,0.0235294117647058,DFS:,9.910976648330688,3,Status.ADV_EXAMPLE,SA0:,9.707587718963623,3,Status.ADV_EXAMPLE,-1.3934637308120728,SA1:,9.625299215316772,3,Status.ADV_EXAMPLE,-1.3934637308120728,SA2:,9.55347466468811,3,Status.ADV_EXAMPLE,-1.3934637308120728,SA3:,9.774017095565796,3,Status.ADV_EXAMPLE,-1.3934637308120728,SA4:,9.50020980834961,3,Status.ADV_EXAMPLE,-1.3934637308120728,SA5:,9.906521081924438,3,Status.ADV_EXAMPLE,-1.3934637308120728
2,0.0117647058823529,DFS:,10.069329738616943,7,Status.VERIFIED,SA0:,9.015974283218384,7,Status.VERIFIED,-0.09523116052150726,SA1:,9.180359363555908,7,Status.VERIFIED,-0.09523116052150726,SA2:,9.157824516296387,7,Status.VERIFIED,-0.09523116052150726,SA3:,9.082574844360352,7,Status.VERIFIED,-0.09523116052150726,SA4:,9.261064767837524,7,Status.VERIFIED,-0.09523116052150726,SA5:,9.136325359344482,7,Status.VERIFIED,-0.09523116052150726
3,0.0196078431372549,DFS:,26.736064434051514,20,Status.ADV_EXAMPLE,SA0:,76.70091152191162,56,Status.ADV_EXAMPLE,-0.9123817086219788,SA1:,50.67913055419922,36,Status.ADV_EXAMPLE,-0.9123817086219788,SA2:,50.37232232093811,38,Status.ADV_EXAMPLE,-0.9123817086219788,SA3:,45.913079023361206,32,Status.ADV_EXAMPLE,-0.9123817086219788,SA4:,93.98898124694824,68,Status.ADV_EXAMPLE,-0.9123817086219788,SA5:,108.23638105392456,76,Status.ADV_EXAMPLE,-0.9123817086219788
4,0.0156862745098039,DFS:,1001.8852963447571,677,Status.UNKNOWN,SA0:,1001.3426671028137,467,Status.UNKNOWN,-0.6299524307250977,SA1:,1001.3541195392609,523,Status.UNKNOWN,-0.6299524307250977,SA2:,1001.342164516449,669,Status.UNKNOWN,-0.6299524307250977,SA3:,1003.5031657218933,693,Status.UNKNOWN,-0.6299524307250977,SA4:,1003.2437155246735,689,Status.UNKNOWN,-0.6299524307250977,SA5:,1001.9736080169678,683,Status.UNKNOWN,-0.6299524307250977
4,0.0235294117647058,DFS:,137.98745250701904,24,Status.ADV_EXAMPLE,SA0:,195.96157670021057,34,Status.ADV_EXAMPLE,-2.5261383056640625,SA1:,134.0570707321167,24,Status.ADV_EXAMPLE,-2.5261383056640625,SA2:,111.51239848136902,20,Status.ADV_EXAMPLE,-2.5261383056640625,SA3:,207.51338911056519,36,Status.ADV_EXAMPLE,-2.5261383056640625,SA4:,230.59122109413147,40,Status.ADV_EXAMPLE,-2.5261383056640625,SA5:,172.43979907035828,30,Status.ADV_EXAMPLE,-2.5261383056640625
5,0.0156862745098039,DFS:,175.00511407852173,103,Status.VERIFIED,SA0:,1001.4968962669373,91,Status.UNKNOWN,-0.05588407441973686,SA1:,1001.4790053367615,93,Status.UNKNOWN,-0.05588407441973686,SA2:,1001.4810090065002,95,Status.UNKNOWN,-0.05588407441973686,SA3:,1001.4915270805359,101,Status.UNKNOWN,-0.05588407441973686,SA4:,167.0649597644806,103,Status.VERIFIED,-0.05588407441973686,SA5:,166.38315415382385,103,Status.VERIFIED,-0.05588407441973686
11,0.0156862745098039,DFS:,28.96035385131836,21,Status.VERIFIED,SA0:,28.30437994003296,21,Status.VERIFIED,-0.132485032081604,SA1:,28.269615650177002,21,Status.VERIFIED,-0.132485032081604,SA2:,28.186492204666138,21,Status.VERIFIED,-0.132485032081604,SA3:,28.43757390975952,21,Status.VERIFIED,-0.132485032081604,SA4:,28.284504890441895,21,Status.VERIFIED,-0.132485032081604,SA5:,30.137606382369995,21,Status.VERIFIED,-0.132485032081604
13,0.0313725490196078,DFS:,8.989312410354614,3,Status.VERIFIED,SA0:,8.925533056259155,3,Status.VERIFIED,0.3656996190547943,SA1:,9.062100172042847,3,Status.VERIFIED,0.3656996190547943,SA2:,8.933168411254883,3,Status.VERIFIED,0.3656996190547943,SA3:,8.834733247756958,3,Status.VERIFIED,0.3656996190547943,SA4:,9.034141778945923,3,Status.VERIFIED,0.3656996190547943,SA5:,8.875400066375732,3,Status.VERIFIED,0.3656996190547943
16,0.0274509803921568,DFS:,75.16081976890564,31,Status.VERIFIED,SA0:,71.6447765827179,31,Status.VERIFIED,-0.01887720823287964,SA1:,71.63409948348999,31,Status.VERIFIED,-0.01887720823287964,SA2:,71.94251418113708,31,Status.VERIFIED,-0.01887720823287964,SA3:,71.8917384147644,31,Status.VERIFIED,-0.01887720823287964,SA4:,72.4121241569519,31,Status.VERIFIED,-0.01887720823287964,SA5:,71.57708287239075,31,Status.VERIFIED,-0.01887720823287964
26,0.0117647058823529,DFS:,67.70595192909241,51,Status.VERIFIED,SA0:,65.55165147781372,51,Status.VERIFIED,-0.037053655833005905,SA1:,66.09260153770447,51,Status.VERIFIED,-0.037053655833005905,SA2:,65.28710222244263,51,Status.VERIFIED,-0.037053655833005905,SA3:,65.21552205085754,51,Status.VERIFIED,-0.037053655833005905,SA4:,65.61787796020508,51,Status.VERIFIED,-0.037053655833005905,SA5:,64.49460005760193,51,Status.VERIFIED,-0.037053655833005905
